QA,Tactic,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,w_p,logRR_norm,phi_norm,Score_default,Score_minus_conf
Maintainability,Metrics-driven optimization,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,Task priorization,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Hardware simulation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Hardware-driven software design,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Heartbeat,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Classification analysis below threshold,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,Task priorization,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Asynchronous communication,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Centralized configuration,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Metrics-driven optimization,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Model versioning,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Mutual exclusion,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,State-based decision making,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Hardware simulation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Hardware-driven software design,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Heartbeat,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Lightweight framework usage,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Lightweight model,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Long-running automatic testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Analysis cooldown,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Analysis cooldown,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Asynchronous communication,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Classification confidence analysis,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Rule-based decision making,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,State-based decision making,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Task priorization,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,"Thread for synchronous, blocking operation",1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Training pipeline,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Automatic testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Centralized configuration,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Classification analysis below threshold,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,State-based decision making,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,UI convention usage,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,User-controlled system reset,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,User-in-the-loop,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Mutual exclusion,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,On-device testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Package compression,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Principal component analysis ,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,Heartbeat,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,Lightweight framework usage,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,Long-running automatic testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Classification analysis below threshold,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Classification confidence analysis,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,On-device testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Separation of I/O operations,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Standardization scaling,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Standardized package-based dependency management,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,User-controlled system reset,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,User-in-the-loop,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Mutual exclusion,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,On-device testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Package compression,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Principal component analysis ,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Pull-based processing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,"Thread for synchronous, blocking operation",1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Training sample condensation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,UI convention usage,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Classification confidence analysis,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Comparative architectural analysis,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Training sample condensation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,UI convention usage,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,User-controlled system reset,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,User-in-the-loop,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Lightweight framework usage,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Lightweight model,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Analysis cooldown,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Asynchronous communication,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Automatic testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,Explicit interfaces,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,Hardware simulation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Metrics-driven optimization,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Standardization scaling,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Standardized package-based dependency management,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Centralized configuration,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Automatic testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Device registry,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Explicit interfaces,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Hardware simulation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Hardware-driven software design,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Heartbeat,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,Asynchronous communication,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,Centralized configuration,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Classification confidence analysis,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Analysis cooldown,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Asynchronous communication,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Operability,Task priorization,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Package compression,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Principal component analysis ,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Pull-based processing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Centralized configuration,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Classification analysis below threshold,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Cross-dataset evaluation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Device registry,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Edge case testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Explicit interfaces,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,External component integration,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Hardware simulation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Hardware-driven software design,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Heartbeat,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Lightweight framework usage,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Lightweight model,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Long-running automatic testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Rule-based decision making,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Separation of I/O operations,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Standardization scaling,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Standardized package-based dependency management,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Centralized configuration,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Explainability,Analysis cooldown,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Explainability,Automatic testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,Mutual exclusion,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,Pull-based processing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Usability,Rule-based decision making,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Analysis cooldown,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Asynchronous communication,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,"Thread for synchronous, blocking operation",1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,Training pipeline,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,Training sample condensation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,On-device testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,UI convention usage,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Model versioning,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Mutual exclusion,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,User-controlled system reset,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,User-in-the-loop,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Classification confidence analysis,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Comparative architectural analysis,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Cross-dataset evaluation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Device registry,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
